API VERSION: 1.2
API SOURCE: NASA/JPL Horizons API



*******************************************************************************
Ephemeris / API_USER Sun May 14 05:40:44 2023 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: Moon (301)                      {source: DE441}
Center body name: Earth (399)                     {source: DE441}
Center-site name: (user defined site below)
*******************************************************************************
Start time      : A.D. 2022-Dec-31 00:00:00.0000 UT      
Stop  time      : A.D. 2023-Dec-31 00:00:00.0000 UT      
Step-size       : 60 minutes
*******************************************************************************
Target pole/equ : MOON_ME                         {East-longitude positive}
Target radii    : 1737.4, 1737.4, 1737.4 km       {Equator_a, b, pole_c}       
Center geodetic : 139.484444,35.300556,1.22238E-12 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 139.484444,5211.22956,3665.13099 {E-lon(deg),Dxy(km),Dz(km)}
Center pole/equ : ITRF93                          {East-longitude positive}
Center radii    : 6378.137, 6378.137, 6356.752 km {Equator_a, b, pole_c}       
Target primary  : Earth
Vis. interferer : MOON (R_eq= 1737.400) km        {source: DE441}
Rel. light bend : Sun                             {source: DE441}
Rel. lght bnd GM: 1.3271E+11 km^3/s^2                                          
Atmos refraction: NO (AIRLESS)
RA format       : HMS
Time format     : CAL 
Calendar mode   : Mixed Julian/Gregorian
EOP file        : eop.230511.p230804                                           
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2023-MAY-11. PREDICTS-> 2023-AUG-03
Units conversion: 1 au= 149597870.700 km, c= 299792.458 km/s, 1 day= 86400.0 s 
Table cut-offs 1: Elevation (-90.0deg=NO ),Airmass (>38.000=NO), Daylight (NO )
Table cut-offs 2: Solar elongation (  0.0,180.0=NO ),Local Hour Angle( 0.0=NO )
Table cut-offs 3: RA/DEC angular rate (     0.0=NO )                           
Table format    : Comma Separated Values (spreadsheet)
********************************************************************************
 Date__(UT)__HR:MN, , ,Azi_(a-app), Elev_(a-app),       phi,  PAB-LON,  PAB-LAT,
********************************************************************************
$$SOE
 2023-Apr-09 00:00,*, , 262.042137,   -25.511548,   33.2605, 215.2317,  -1.2056,
 2023-Apr-09 01:00,*, , 269.748184,   -37.281888,   33.8314, 215.5611,  -1.1885,
 2023-Apr-09 02:00,*, , 278.725458,   -49.016188,   34.4452, 215.9120,  -1.1705,
 2023-Apr-09 03:00,*, , 291.070555,   -60.380042,   35.0958, 216.2810,  -1.1544,
 2023-Apr-09 04:00,*, , 312.582292,   -70.457045,   35.7745, 216.6638,  -1.1432,
 2023-Apr-09 05:00,*, , 356.014963,   -75.929600,   36.4714, 217.0552,  -1.1395,
 2023-Apr-09 06:00,*, ,  43.396630,   -71.943342,   37.1751, 217.4493,  -1.1453,
 2023-Apr-09 07:00,*, ,  67.771524,   -62.377054,   37.8741, 217.8405,  -1.1622,
 2023-Apr-09 08:00,*, ,  81.181672,   -51.247504,   38.5570, 218.2229,  -1.1910,
 2023-Apr-09 09:00,*, ,  90.627106,   -39.703465,   39.2135, 218.5913,  -1.2318,
 2023-Apr-09 10:00,N, ,  98.577298,   -28.138078,   39.8345, 218.9412,  -1.2837,
 2023-Apr-09 11:00, , , 106.122653,   -16.775637,   40.4133, 219.2693,  -1.3453,
 2023-Apr-09 12:00, , , 113.911563,    -5.822120,   40.9454, 219.5734,  -1.4144,
 2023-Apr-09 13:00, ,m, 122.455291,     4.471641,   41.4294, 219.8530,  -1.4882,
 2023-Apr-09 14:00, ,m, 132.232157,    13.764122,   41.8672, 220.1091,  -1.5634,
 2023-Apr-09 15:00, ,m, 143.673347,    21.585341,   42.2633, 220.3444,  -1.6367,
 2023-Apr-09 16:00, ,m, 157.002532,    27.333964,   42.6257, 220.5629,  -1.7048,
 2023-Apr-09 17:00, ,m, 171.930854,    30.374864,   42.9642, 220.7700,  -1.7647,
 2023-Apr-09 18:00, ,m, 187.467572,    30.278206,   43.2907, 220.9718,  -1.8140,
 2023-Apr-09 19:00,A,m, 202.280157,    27.061175,   43.6179, 221.1749,  -1.8510,
 2023-Apr-09 20:00,C,m, 215.416721,    21.177277,   43.9586, 221.3858,  -1.8751,
 2023-Apr-09 21:00,*,m, 226.624493,    13.265709,   44.3246, 221.6104,  -1.8865,
 2023-Apr-09 22:00,*,m, 236.136857,     3.919504,   44.7258, 221.8536,  -1.8863,
 2023-Apr-09 23:00,*, , 244.370611,    -6.403707,   45.1700, 222.1191,  -1.8764,
 2023-Apr-10 00:00,*, , 251.770019,   -17.376069,   45.6620, 222.4091,  -1.8594,
 2023-Apr-10 01:00,*, , 258.786898,   -28.763701,   46.2033, 222.7241,  -1.8383,
 2023-Apr-10 02:00,*, , 265.961935,   -40.387627,   46.7925, 223.0631,  -1.8165,
 2023-Apr-10 03:00,*, , 274.172507,   -52.078508,   47.4251, 223.4235,  -1.7972,
 2023-Apr-10 04:00,*, , 285.462998,   -63.581220,   48.0940, 223.8017,  -1.7836,
 2023-Apr-10 05:00,*, , 306.779934,   -74.136981,   48.7901, 224.1929,  -1.7783,
 2023-Apr-10 06:00,*, ,   1.235340,   -79.794335,   49.5027, 224.5916,  -1.7836,
 2023-Apr-10 07:00,*, ,  54.979262,   -73.991924,   50.2200, 224.9918,  -1.8011,
 2023-Apr-10 08:00,*, ,  76.002252,   -63.454305,   50.9301, 225.3875,  -1.8316,
 2023-Apr-10 09:00,*, ,  87.242528,   -52.030773,   51.6214, 225.7729,  -1.8750,
 2023-Apr-10 10:00,N, ,  95.477082,   -40.464789,   52.2835, 226.1428,  -1.9306,
 2023-Apr-10 11:00, , , 102.712418,   -29.013410,   52.9074, 226.4929,  -1.9965,
 2023-Apr-10 12:00, , , 109.812308,   -17.852398,   53.4867, 226.8198,  -2.0704,
 2023-Apr-10 13:00, , , 117.305183,    -7.169386,   54.0173, 227.1220,  -2.1492,
 2023-Apr-10 14:00, ,m, 125.620891,     2.792832,   54.4985, 227.3991,  -2.2294,
 2023-Apr-10 15:00, ,m, 135.159746,    11.701984,   54.9327, 227.6527,  -2.3073,
 2023-Apr-10 16:00, ,m, 146.260000,    19.111142,   55.3254, 227.8859,  -2.3793,
 2023-Apr-10 17:00, ,m, 159.047797,    24.470122,   55.6851, 228.1030,  -2.4422,
 2023-Apr-10 18:00, ,m, 173.197470,    27.224750,   56.0226, 228.3100,  -2.4933,
 2023-Apr-10 19:00,A,m, 187.824649,    27.020451,   56.3503, 228.5131,  -2.5309,
 2023-Apr-10 20:00,C,m, 201.801670,    23.887765,   56.6816, 228.7191,  -2.5542,
 2023-Apr-10 21:00,*,m, 214.312752,    18.225003,   57.0293, 228.9346,  -2.5633,
 2023-Apr-10 22:00,*,m, 225.104790,    10.597120,   57.4054, 229.1653,  -2.5597,
 2023-Apr-10 23:00,*,m, 234.339681,     1.543123,   57.8197, 229.4161,  -2.5454,
 2023-Apr-11 00:00,*, , 242.357254,    -8.508013,   58.2796, 229.6903,  -2.5234,
 2023-Apr-11 01:00,*, , 249.538430,   -19.241318,   58.7891, 229.9897,  -2.4970,
 2023-Apr-11 02:00,*, , 256.277687,   -30.429756,   59.3492, 230.3145,  -2.4698,
 2023-Apr-11 03:00,*, , 263.044877,   -41.902874,   59.9576, 230.6631,  -2.4456,
 2023-Apr-11 04:00,*, , 270.597699,   -53.511443,   60.6091, 231.0329,  -2.4278,
 2023-Apr-11 05:00,*, , 280.750072,   -65.057665,   61.2958, 231.4195,  -2.4193,
 2023-Apr-11 06:00,*, , 300.463358,   -75.966135,   62.0078, 231.8180,  -2.4226,
 2023-Apr-11 07:00,*, ,   3.639873,   -82.141631,   62.7340, 232.2226,  -2.4395,
 2023-Apr-11 08:00,*, ,  62.310553,   -75.239928,   63.4621, 232.6272,  -2.4707,
 2023-Apr-11 09:00,*, ,  80.749038,   -64.263158,   64.1801, 233.0257,  -2.5162,
 2023-Apr-11 10:00,N, ,  90.610050,   -52.746675,   64.8764, 233.4123,  -2.5750,
 2023-Apr-11 11:00, , ,  98.089677,   -41.207217,   65.5404, 233.7819,  -2.6452,
 2023-Apr-11 12:00, , , 104.864451,   -29.836543,   66.1639, 234.1305,  -2.7243,
 2023-Apr-11 13:00, , , 111.654724,   -18.786756,   66.7405, 234.4551,  -2.8086,
 2023-Apr-11 14:00, , , 118.915171,    -8.234530,   67.2671, 234.7545,  -2.8946,
 2023-Apr-11 15:00, ,m, 127.027235,     1.585223,   67.7436, 235.0287,  -2.9780,
 2023-Apr-11 16:00, ,m, 136.349745,    10.350493,   68.1733, 235.2798,  -3.0549,
 2023-Apr-11 17:00, ,m, 147.181056,    17.631849,   68.5624, 235.5113,  -3.1217,
 2023-Apr-11 18:00, ,m, 159.619348,    22.906775,   68.9202, 235.7281,  -3.1755,
 2023-Apr-11 19:00,A,m, 173.350822,    25.653315,   69.2583, 235.9362,  -3.2141,
 2023-Apr-11 20:00,C,m, 187.559636,    25.534612,   69.5895, 236.1421,  -3.2368,
 2023-Apr-11 21:00,*,m, 201.202940,    22.567062,   69.9275, 236.3526,  -3.2437,
 2023-Apr-11 22:00,*,m, 213.501289,    17.111358,   70.2852, 236.5742,  -3.2362,
 2023-Apr-11 23:00,*,m, 224.181125,     9.695997,   70.6742, 236.8125,  -3.2167,
 2023-Apr-12 00:00,*,m, 233.363128,     0.838105,   71.1041, 237.0720,  -3.1884,
 2023-Apr-12 01:00,*, , 241.351207,    -9.042128,   71.5815, 237.3556,  -3.1551,
 2023-Apr-12 02:00,*, , 248.500514,   -19.631395,   72.1097, 237.6647,  -3.1209,
 2023-Apr-12 03:00,*, , 255.184764,   -30.701866,   72.6889, 237.9990,  -3.0900,
 2023-Apr-12 04:00,*, , 261.848899,   -42.082813,   73.3159, 238.3568,  -3.0661,
 2023-Apr-12 05:00,*, , 269.203966,   -53.628287,   73.9847, 238.7347,  -3.0527,
 2023-Apr-12 06:00,*, , 278.943401,   -65.155482,   74.6868, 239.1283,  -3.0526,
 2023-Apr-12 07:00,*, , 297.667623,   -76.156764,   75.4119, 239.5324,  -3.0675,
 2023-Apr-12 08:00,*, ,   1.857887,   -82.732358,   76.1482, 239.9409,  -3.0984,
 2023-Apr-12 09:00,*, ,  63.335597,   -75.753657,   76.8834, 240.3479,  -3.1454,
 2023-Apr-12 10:00,N, ,  81.381748,   -64.702272,   77.6055, 240.7472,  -3.2073,
 2023-Apr-12 11:00, , ,  90.960399,   -53.160134,   78.3030, 241.1333,  -3.2820,
 2023-Apr-12 12:00, , ,  98.260939,   -41.605048,   78.9659, 241.5013,  -3.3666,
 2023-Apr-12 13:00, , , 104.906793,   -30.215327,   79.5862, 241.8473,  -3.4574,
 2023-Apr-12 14:00, , , 111.591583,   -19.136189,   80.1585, 242.1691,  -3.5501,
 2023-Apr-12 15:00, , , 118.756174,    -8.538951,   80.6802, 242.4655,  -3.6402,
 2023-Apr-12 16:00, ,m, 126.775404,     1.346806,   81.1521, 242.7374,  -3.7233,
 2023-Apr-12 17:00, ,m, 136.008198,    10.204443,   81.5782, 242.9871,  -3.7953,
 2023-Apr-12 18:00, ,m, 146.762429,    17.608377,   81.9656, 243.2184,  -3.8527,
 2023-Apr-12 19:00,A,m, 159.157977,    23.034464,   82.3242, 243.4365,  -3.8932,
 2023-Apr-12 20:00,C,m, 172.909045,    25.948503,   82.6659, 243.6476,  -3.9157,
 2023-Apr-12 21:00,*,m, 187.213002,    25.990650,   83.0039, 243.8581,  -3.9203,
 2023-Apr-12 22:00,*,m, 201.008066,    23.154118,   83.3518, 244.0749,  -3.9084,
 2023-Apr-12 23:00,*,m, 213.478184,    17.788829,   83.7223, 244.3041,  -3.8827,
 2023-Apr-13 00:00,*,m, 224.323784,    10.426157,   84.1266, 244.5509,  -3.8467,
 2023-Apr-13 01:00,*,m, 233.659507,     1.592445,   84.5735, 244.8195,  -3.8048,
 2023-Apr-13 02:00,*, , 241.797023,    -8.282609,   85.0688, 245.1124,  -3.7616,
 2023-Apr-13 03:00,*, , 249.106911,   -18.877842,   85.6152, 245.4306,  -3.7219,
 2023-Apr-13 04:00,*, , 255.985629,   -29.958645,   86.2120, 245.7735,  -3.6899,
 2023-Apr-13 05:00,*, , 262.914885,   -41.346612,   86.8551, 246.1388,  -3.6697,
 2023-Apr-13 06:00,*, , 270.675562,   -52.882806,   87.5381, 246.5230,  -3.6644,
 2023-Apr-13 07:00,*, , 281.109037,   -64.352636,   88.2519, 246.9215,  -3.6761,
 2023-Apr-13 08:00,*, , 300.926531,   -75.144593,   88.9859, 247.3289,  -3.7060,
 2023-Apr-13 09:00,*, , 359.433384,   -81.407347,   89.7281, 247.7393,  -3.7541,
 2023-Apr-13 10:00,N, ,  58.108367,   -75.162079,   90.4665, 248.1466,  -3.8191,
 2023-Apr-13 11:00, , ,  77.967326,   -64.338973,   91.1892, 248.5450,  -3.8990,
 2023-Apr-13 12:00, , ,  88.388093,   -52.808761,   91.8850, 248.9293,  -3.9903,
 2023-Apr-13 13:00, , ,  96.115254,   -41.183200,   92.5446, 249.2947,  -4.0889,
 2023-Apr-13 14:00, , , 102.997282,   -29.673569,   93.1607, 249.6381,  -4.1901,
 2023-Apr-13 15:00, , , 109.819331,   -18.433958,   93.7284, 249.9572,  -4.2887,
 2023-Apr-13 16:00, , , 117.070307,    -7.636984,   94.2460, 250.2518,  -4.3798,
 2023-Apr-13 17:00, ,m, 125.161831,     2.488195,   94.7151, 250.5227,  -4.4585,
 2023-Apr-13 18:00, ,m, 134.494628,    11.622216,   95.1402, 250.7727,  -4.5210,
 2023-Apr-13 19:00,A,m, 145.432300,    19.326494,   95.5291, 251.0058,  -4.5644,
 2023-Apr-13 20:00,C,m, 158.157380,    25.044583,   95.8919, 251.2273,  -4.5872,
 2023-Apr-13 21:00,*,m, 172.413624,    28.188589,   96.2407, 251.4432,  -4.5893,
 2023-Apr-13 22:00,*,m, 187.340141,    28.344335,   96.5887, 251.6601,  -4.5723,
 2023-Apr-13 23:00,*,m, 201.745136,    25.487131,   96.9490, 251.8843,  -4.5390,
 2023-Apr-14 00:00,*,m, 214.712127,    19.996248,   97.3339, 252.1216,  -4.4935,
 2023-Apr-14 01:00,*,m, 225.928404,    12.451820,   97.7541, 252.3771,  -4.4408,
 2023-Apr-14 02:00,*,m, 235.552564,     3.420299,   98.2175, 252.6543,  -4.3861,
 2023-Apr-14 03:00,*, , 243.954336,    -6.644196,   98.7293, 252.9554,  -4.3349,
 2023-Apr-14 04:00,*, , 251.561371,   -17.406629,   99.2913, 253.2811,  -4.2924,
 2023-Apr-14 05:00,*, , 258.833146,   -28.621725,   99.9020, 253.6304,  -4.2632,
 2023-Apr-14 06:00,*, , 266.342673,   -40.095756,  100.5572, 254.0009,  -4.2510,
 2023-Apr-14 07:00,*, , 275.038461,   -51.636435,  101.2498, 254.3888,  -4.2583,
 2023-Apr-14 08:00,*, , 287.102099,   -62.939677,  101.9706, 254.7897,  -4.2866,
 2023-Apr-14 09:00,*, , 309.410840,   -73.116530,  102.7088, 255.1981,  -4.3359,
 2023-Apr-14 10:00,N, ,   0.060348,   -78.265081,  103.4529, 255.6082,  -4.4050,
 2023-Apr-14 11:00, , ,  49.911227,   -72.867173,  104.1909, 256.0142,  -4.4915,
 2023-Apr-14 12:00, , ,  71.755223,   -62.577051,  104.9113, 256.4105,  -4.5915,
 2023-Apr-14 13:00, , ,  83.633220,   -51.159972,  105.6038, 256.7923,  -4.7005,
 2023-Apr-14 14:00, , ,  92.208431,   -39.469865,  106.2593, 257.1552,  -4.8131,
 2023-Apr-14 15:00, , ,  99.609173,   -27.798166,  106.8714, 257.4964,  -4.9233,
 2023-Apr-14 16:00, , , 106.771470,   -16.327013,  107.4359, 257.8141,  -5.0254,
 2023-Apr-14 17:00, , , 114.273368,    -5.239533,  107.9517, 258.1082,  -5.1136,
 2023-Apr-14 18:00, ,m, 122.597931,     5.228895,  108.4207, 258.3800,  -5.1834,
 2023-Apr-14 19:00,A,m, 132.226164,    14.746987,  108.8481, 258.6323,  -5.2311,
 2023-Apr-14 20:00,C,m, 143.624758,    22.845380,  109.2416, 258.8692,  -5.2549,
 2023-Apr-14 21:00,*,m, 157.083158,    28.902733,  109.6116, 259.0957,  -5.2544,
 2023-Apr-14 22:00,*,m, 172.368705,    32.233417,  109.9700, 259.3179,  -5.2311,
 2023-Apr-14 23:00,*,m, 188.456362,    32.341371,  110.3296, 259.5419,  -5.1882,
 2023-Apr-15 00:00,*,m, 203.876997,    29.207199,  110.7029, 259.7736,  -5.1305,
 2023-Apr-15 01:00,*,m, 217.558209,    23.301186,  111.1018, 260.0187,  -5.0635,
 2023-Apr-15 02:00,*,m, 229.225279,    15.306370,  111.5361, 260.2815,  -4.9937,
 2023-Apr-15 03:00,*,m, 239.158169,     5.855324,  112.0133, 260.5656,  -4.9276,
 2023-Apr-15 04:00,*, , 247.841895,    -4.567140,  112.5376, 260.8727,  -4.8712,
 2023-Apr-15 05:00,*, , 255.797533,   -15.612607,  113.1105, 261.2032,  -4.8302,
 2023-Apr-15 06:00,*, , 263.575905,   -27.023840,  113.7303, 261.5560,  -4.8090,
 2023-Apr-15 07:00,*, , 271.873703,   -38.582296,  114.3921, 261.9288,  -4.8107,
 2023-Apr-15 08:00,*, , 281.846911,   -50.034721,  115.0890, 262.3177,  -4.8373,
 2023-Apr-15 09:00,*, , 295.988205,   -60.920731,  115.8117, 262.7184,  -4.8890,
 2023-Apr-15 10:00,N, , 320.486349,   -69.978270,  116.5499, 263.1255,  -4.9643,
 2023-Apr-15 11:00, , ,   3.055418,   -73.570115,  117.2921, 263.5335,  -5.0607,
 2023-Apr-15 12:00, , ,  42.864209,   -68.646626,  118.0270, 263.9370,  -5.1738,
 2023-Apr-15 13:00, , ,  64.873269,   -59.036052,  118.7436, 264.3307,  -5.2982,
 2023-Apr-15 14:00, , ,  77.942391,   -47.874794,  119.4319, 264.7099,  -5.4276,
 2023-Apr-15 15:00, , ,  87.400848,   -36.197424,  120.0839, 265.0709,  -5.5550,
 2023-Apr-15 16:00, , ,  95.402092,   -24.396356,  120.6932, 265.4110,  -5.6735,
 2023-Apr-15 17:00, , , 102.987565,   -12.697236,  121.2564, 265.7287,  -5.7762,
 2023-Apr-15 18:00, , , 110.824264,    -1.302582,  121.7728, 266.0241,  -5.8573,
 2023-Apr-15 19:00,A,m, 119.483412,     9.539762,  122.2444, 266.2984,  -5.9122,
 2023-Apr-15 20:00,C,m, 129.559851,    19.478386,  122.6765, 266.5546,  -5.9383,
 2023-Apr-15 21:00,*,m, 141.679009,    27.995459,  123.0768, 266.7964,  -5.9349,
 2023-Apr-15 22:00,*,m, 156.299365,    34.367313,  123.4553, 267.0288,  -5.9035,
 2023-Apr-15 23:00,*,m, 173.198399,    37.755929,  123.8236, 267.2573,  -5.8478,
 2023-Apr-16 00:00,*,m, 191.004150,    37.557355,  124.1939, 267.4877,  -5.7732,
 2023-Apr-16 01:00,*,m, 207.751926,    33.812050,  124.5783, 267.7258,  -5.6867,
 2023-Apr-16 02:00,*,m, 222.196683,    27.174564,  124.9880, 267.9766,  -5.5960,
 2023-Apr-16 03:00,*,m, 234.230094,    18.485886,  125.4323, 268.2445,  -5.5091,
 2023-Apr-16 04:00,*,m, 244.364312,     8.453605,  125.9180, 268.5324,  -5.4336,
 2023-Apr-16 05:00,*, , 253.253077,    -2.416226,  126.4493, 268.8423,  -5.3766,
 2023-Apr-16 06:00,*, , 261.530785,   -13.770778,  127.0272, 269.1743,  -5.3435,
 2023-Apr-16 07:00,*, , 269.846954,   -25.341872,  127.6499, 269.5275,  -5.3387,
 2023-Apr-16 08:00,*, , 279.020601,   -36.874875,  128.3126, 269.8994,  -5.3645,
 2023-Apr-16 09:00,*, , 290.371743,   -48.026127,  129.0085, 270.2866,  -5.4214,
 2023-Apr-16 10:00,N, , 306.421588,   -58.134791,  129.7287, 270.6847,  -5.5081,
 2023-Apr-16 11:00, , , 331.595676,   -65.651646,  130.4630, 271.0888,  -5.6214,
 2023-Apr-16 12:00, , ,   6.804334,   -67.644319,  131.2007, 271.4935,  -5.7564,
 2023-Apr-16 13:00, , ,  38.443550,   -62.819875,  131.9307, 271.8938,  -5.9064,
 2023-Apr-16 14:00, , ,  58.986553,   -53.810653,  132.6425, 272.2846,  -6.0640,
 2023-Apr-16 15:00, , ,  72.465273,   -42.996172,  133.3269, 272.6616,  -6.2203,
 2023-Apr-16 16:00, , ,  82.503167,   -31.429277,  133.9759, 273.0214,  -6.3667,
 2023-Apr-16 17:00, , ,  90.978157,   -19.576261,  134.5838, 273.3614,  -6.4943,
 2023-Apr-16 18:00, , ,  98.930399,    -7.705849,  135.1472, 273.6802,  -6.5955,
 2023-Apr-16 19:00,A,m, 107.081879,     3.957509,  135.6655, 273.9780,  -6.6641,
 2023-Apr-16 20:00,C,m, 116.091985,    15.151367,  136.1409, 274.2558,  -6.6961,
 2023-Apr-16 21:00,*,m, 126.701155,    25.499905,  136.5782, 274.5163,  -6.6903,
 2023-Apr-16 22:00,*,m, 139.770333,    34.420911,  136.9850, 274.7631,  -6.6481,
 2023-Apr-16 23:00,*,m, 156.032589,    41.042294,  137.3708, 275.0006,  -6.5738,
 2023-Apr-17 00:00,*,m, 175.249298,    44.297314,  137.7465, 275.2341,  -6.4742,
 2023-Apr-17 01:00,*,m, 195.352356,    43.453568,  138.1241, 275.4690,  -6.3582,
 2023-Apr-17 02:00,*,m, 213.564704,    38.725220,  138.5150, 275.7108,  -6.2357,
 2023-Apr-17 03:00,*,m, 228.587496,    31.078294,  138.9300, 275.9642,  -6.1173,
 2023-Apr-17 04:00,*,m, 240.728645,    21.542866,  139.3781, 276.2336,  -6.0132,
 2023-Apr-17 05:00,*,m, 250.853712,    10.876898,  139.8660, 276.5219,  -5.9326,
 2023-Apr-17 06:00,*,m, 259.808347,    -0.420097,  140.3977, 276.8309,  -5.8832,
 2023-Apr-17 07:00,*, , 268.330156,   -12.005833,  140.9743, 277.1611,  -5.8708,
 2023-Apr-17 08:00,*, , 277.146975,   -23.602786,  141.5940, 277.5115,  -5.8989,
 2023-Apr-17 09:00,*, , 287.158545,   -34.910034,  142.2524, 277.8798,  -5.9687,
 2023-Apr-17 10:00,N, , 299.721881,   -45.477192,  142.9428, 278.2629,  -6.0788,
 2023-Apr-17 11:00, , , 316.987272,   -54.463809,  143.6567, 278.6566,  -6.2257,
 2023-Apr-17 12:00, , , 341.250824,   -60.273416,  144.3844, 279.0562,  -6.4032,
 2023-Apr-17 13:00, , ,  10.385985,   -60.865211,  145.1154, 279.4567,  -6.6033,
 2023-Apr-17 14:00, , ,  36.079614,   -55.939472,  145.8392, 279.8531,  -6.8160,
 2023-Apr-17 15:00, , ,  54.575888,   -47.369513,  146.5457, 280.2409,  -7.0298,
 2023-Apr-17 16:00, , ,  67.777034,   -36.914785,  147.2258, 280.6159,  -7.2327,
 2023-Apr-17 17:00, , ,  77.990404,   -25.531599,  147.8719, 280.9747,  -7.4124,
 2023-Apr-17 18:00, , ,  86.703971,   -13.710339,  148.4784, 281.3149,  -7.5576,
 2023-Apr-17 19:00,A, ,  94.872195,    -1.746865,  149.0419, 281.6352,  -7.6588,
 2023-Apr-17 20:00,C,m, 103.232402,    10.118693,  149.5617, 281.9353,  -7.7094,
 2023-Apr-17 21:00,*,m, 112.524997,    21.613828,  150.0396, 282.2163,  -7.7062,
 2023-Apr-17 22:00,*,m, 123.671757,    32.341167,  150.4802, 282.4804,  -7.6504,
 2023-Apr-17 23:00,*,m, 137.886854,    41.643358,  150.8905, 282.7306,  -7.5473,
 2023-Apr-18 00:00,*,m, 156.378072,    48.441099,  151.2795, 282.9713,  -7.4060,
 2023-Apr-18 01:00,*,m, 178.837168,    51.323734,  151.6579, 283.2072,  -7.2389,
 2023-Apr-18 02:00,*,m, 201.794012,    49.432993,  152.0369, 283.4435,  -7.0606,
 2023-Apr-18 03:00,*,m, 221.291460,    43.373993,  152.4280, 283.6854,  -6.8866,
 2023-Apr-18 04:00,*,m, 236.431005,    34.555827,  152.8418, 283.9379,  -6.7322,
 2023-Apr-18 05:00,*,m, 248.292290,    24.162370,  153.2870, 284.2051,  -6.6115,
 2023-Apr-18 06:00,*,m, 258.154874,    12.937923,  153.7706, 284.4901,  -6.5364,
 2023-Apr-18 07:00,*,m, 267.019951,     1.338301,  154.2966, 284.7950,  -6.5164,
 2023-Apr-18 08:00,*, , 275.683857,   -10.318475,  154.8663, 285.1203,  -6.5577,
 2023-Apr-18 09:00,*, , 284.907005,   -21.746158,  155.4782, 285.4652,  -6.6634,
 2023-Apr-18 10:00,N, , 295.596084,   -32.594057,  156.1280, 285.8276,  -6.8333,
 2023-Apr-18 11:00, , , 308.982229,   -42.316904,  156.8094, 286.2046,  -7.0637,
 2023-Apr-18 12:00, , , 326.571517,   -49.984191,  157.5141, 286.5920,  -7.3474,
 2023-Apr-18 13:00, , , 348.979114,   -54.184966,  158.2326, 286.9855,  -7.6741,
 2023-Apr-18 14:00, , ,  13.403719,   -53.661376,  158.9547, 287.3803,  -8.0300,
 2023-Apr-18 15:00, , ,  34.860847,   -48.579055,  159.6703, 287.7716,  -8.3984,
 2023-Apr-18 16:00, , ,  51.375396,   -40.319493,  160.3694, 288.1550,  -8.7602,
 2023-Apr-18 17:00, , ,  63.927357,   -30.200046,  161.0432, 288.5266,  -9.0948,
 2023-Apr-18 18:00, , ,  73.992505,   -19.043970,  161.6842, 288.8832,  -9.3816,
 2023-Apr-18 19:00,A, ,  82.706626,    -7.326226,  162.2870, 289.2224,  -9.6013,
 2023-Apr-18 20:00,C,m,  90.905862,     4.650503,  162.8481, 289.5429,  -9.7382,
 2023-Apr-18 21:00,*,m,  99.314541,    16.642125,  163.3664, 289.8442,  -9.7824,
 2023-Apr-18 22:00,*,m, 108.744407,    28.376855,  163.8435, 290.1271,  -9.7308,
 2023-Apr-18 23:00,*,m, 120.337108,    39.448170,  164.2834, 290.3932,  -9.5887,
 2023-Apr-19 00:00,*,m, 135.839329,    49.124229,  164.6926, 290.6451,  -9.3699,
 2023-Apr-19 01:00,*,m, 157.331199,    56.044562,  165.0798, 290.8867,  -9.0953,
 2023-Apr-19 02:00,*,m, 184.314809,    58.272417,  165.4551, 291.1224,  -8.7916,
 2023-Apr-19 03:00,*,m, 210.472806,    54.899407,  165.8297, 291.3571,  -8.4890,
 2023-Apr-19 04:00,*,m, 230.584237,    47.281273,  166.2148, 291.5961,  -8.2182,
 2023-Apr-19 05:00,*,m, 245.161516,    37.312757,  166.6212, 291.8444,  -8.0092,
 2023-Apr-19 06:00,*,m, 256.335226,    26.201002,  167.0579, 292.1062,  -7.8889,
 2023-Apr-19 07:00,*,m, 265.713995,    14.596075,  167.5318, 292.3850,  -7.8812,
 2023-Apr-19 08:00,*,m, 274.357695,     2.882053,  168.0472, 292.6828,  -8.0061,
 2023-Apr-19 09:00,*, , 283.056528,    -8.653002,  168.6054, 293.0001,  -8.2802,
 2023-Apr-19 10:00,N, , 292.546852,   -19.714391,  169.2049, 293.3362,  -8.7171,
 2023-Apr-19 11:00, , , 303.662651,   -29.909508,  169.8412, 293.6888,  -9.3279,
 2023-Apr-19 12:00, , , 317.387474,   -38.637563,  170.5078, 294.0545, -10.1213,
 2023-Apr-19 13:00, , , 334.562720,   -44.986724,  171.1961, 294.4292, -11.1038,
 2023-Apr-19 14:00, , , 354.844643,   -47.839787,  171.8964, 294.8078, -12.2792,
 2023-Apr-19 15:00, , ,  15.724921,   -46.489144,  172.5983, 295.1855, -13.6478,
 2023-Apr-19 16:00, , ,  34.140085,   -41.277302,  173.2914, 295.5573, -15.2048,
 2023-Apr-19 17:00, , ,  48.960214,   -33.259085,  173.9659, 295.9188, -16.9390,
 2023-Apr-19 18:00, , ,  60.739926,   -23.449666,  174.6135, 296.2665, -18.8310,
 2023-Apr-19 19:00,A, ,  70.460107,   -12.546869,  175.2276, 296.5980, -20.8526,
